ill_71_datemasamune01,伊達政宗,,北海道・東北,北海道・東北,武人,進化Lv1,Sレア
ill_72_datemasamune02,伊達政宗,,北海道・東北,北海道・東北,武人,進化Lv2,Sレア
ill_73_datemasamune03,伊達政宗,,北海道・東北,北海道・東北,武人,進化Lv3,Sレア
ill_537_kodama07,木霊,こだま,無所属,無所属,神秘,進化Lv1,Sレア
ill_791_ohinasama01,おひなさま,おひなさま,無所属,無所属,伝承,進化Lv1,Sレア
ill_792_ohinasama02,おひなさま,おひなさま,無所属,無所属,伝承,進化Lv2,Sレア
ill_793_ohinasama03,おひなさま,おひなさま,無所属,無所属,伝承,進化Lv3,Sレア
ill_841_tairanomasakado01,平将門,,無所属,無所属,武人,進化Lv1,Sレア
ill_842_tairanomasakado02,平将門,,無所属,無所属,武人,進化Lv2,Sレア
ill_843_tairanomasakado03,平将門,,無所属,無所属,武人,進化Lv3,Sレア
ill_1181_odanobunaga01,織田信長,おだのぶなが,中部,中部,武人,進化Lv1,Sレア
ill_1182_odanobunaga02,織田信長,おだのぶなが,中部,中部,武人,進化Lv2,Sレア
ill_1183_odanobunaga03,織田信長,おだのぶなが,中部,中部,武人,進化Lv3,Sレア
ill_1281_sanadayukimura01,真田幸村,,中部,中部,武人,進化Lv1,Sレア
ill_1282_sanadayukimura02,真田幸村,,中部,中部,武人,進化Lv2,Sレア
ill_1283_sanadayukimura03,真田幸村,,中部,中部,武人,進化Lv3,Sレア
ill_1431_shachihokosenshi01,しゃちほこ戦士,しゃちほこせんし,中部,愛知,名物,進化Lv1,Sレア
ill_1432_shachihokosenshi02,しゃちほこ戦士,しゃちほこせんし,中部,愛知,名物,進化Lv2,Sレア
ill_1433_shachihokosenshi03,しゃちほこ戦士,しゃちほこせんし,中部,愛知,妖怪,進化Lv3,Sレア
ill_1491_idaten01,韋駄天,いだてん,無所属,無所属,不明,進化Lv1,Sレア
ill_1492_idaten02,韋駄天,いだてん,無所属,無所属,不明,進化Lv2,Sレア
ill_1493_idaten03,韋駄天,いだてん,無所属,無所属,不明,進化Lv3,Sレア
ill_1531_sutokujoukou01,崇徳上皇,すとくじょうこう,無所属,無所属,妖怪,進化Lv1,Sレア
ill_1532_sutokujoukou02,崇徳上皇,すとくじょうこう,無所属,無所属,妖怪,進化Lv2,Sレア
ill_1533_sutokujoukou03,崇徳上皇,すとくじょうこう,無所属,無所属,妖怪,進化Lv3,Sレア
ill_1541_kaguya01,カグヤ,,無所属,無所属,伝承,進化Lv1,Sレア
ill_1542_kaguya02,カグヤ,,無所属,無所属,伝承,進化Lv2,Sレア
ill_1543_kaguya03,カグヤ,,無所属,無所属,伝承,進化Lv3,Sレア
ill_1551_amaterasu01,アマテラス,あまてらす,無所属,無所属,神秘,進化Lv1,Sレア
ill_1552_amaterasu02,アマテラス,あまてらす,無所属,無所属,神秘,進化Lv2,Sレア
ill_1553_amaterasu03,アマテラス,あまてらす,無所属,無所属,神秘,進化Lv3,Sレア
ill_1561_tsukuyomi01,ツクヨミ,つくよみ,無所属,無所属,神秘,進化Lv1,Sレア
